Madeo;L.A. Confidential;0.108695652173913
Madeo;Ajeossi;0.1052631578947368
Kakushi-toride no san-akunin;Kumonosu-jô;0.1951219512195122
Kakushi-toride no san-akunin;Yôjinbô;0.1363636363636363
Kakushi-toride no san-akunin;Tengoku to jigoku;0.1111111111111111
Kumonosu-jô;Tengoku to jigoku;0.1333333333333333
Kumonosu-jô;Ikiru;0.1282051282051282
Kumonosu-jô;Yôjinbô;0.108695652173913
The Bourne Identity;Memento;0.119047619047619
The Avengers;Big Hero 6;0.1111111111111111
Hotaru no haka;Empire of the Sun;0.1904761904761904
Hotaru no haka;Song of the Sea;0.14
Hotaru no haka;The Pianist;0.1363636363636363
Hotaru no haka;Idi i smotri;0.1176470588235294
Hotaru no haka;Patton;0.1136363636363636
Hotaru no haka;Kaze tachinu;0.1063829787234042
Empire of the Sun;Dunkirk;0.1489361702127659
Empire of the Sun;Schindler's List;0.1458333333333333
Empire of the Sun;The Pianist;0.1363636363636363
Empire of the Sun;The Great Escape;0.1276595744680851
Empire of the Sun;Letters from Iwo Jima;0.12
Empire of the Sun;Idi i smotri;0.1176470588235294
Empire of the Sun;Patton;0.1136363636363636
Empire of the Sun;Kaze tachinu;0.1063829787234042
Empire of the Sun;Lifeboat;0.1041666666666666
Serbuan maut 2: Berandal;Serbuan maut;0.1875
Serbuan maut 2: Berandal;Chugyeokja;0.1020408163265306
Smultronstället;Persona;0.1842105263157894
Smultronstället;Det sjunde inseglet;0.1521739130434782
Smultronstället;Viskningar och rop;0.1395348837209302
Smultronstället;Bin-jip;0.1025641025641025
Persona;Viskningar och rop;0.1428571428571428
Persona;Höstsonaten;0.125
Persona;Det sjunde inseglet;0.1063829787234042
Stalker;Andrei Rublev;0.1842105263157894
Andrei Rublev;Zerkalo;0.1333333333333333
Andrei Rublev;The Message;0.1136363636363636
Annie Hall;Manhattan;0.1818181818181818
Annie Hall;Love and Death;0.1666666666666666
Annie Hall;The Purple Rose of Cairo;0.1136363636363636
Manhattan;Match Point;0.1739130434782608
Manhattan;Hannah and Her Sisters;0.14
Manhattan;Love and Death;0.1333333333333333
Manhattan;Kal Ho Naa Ho;0.1166666666666666
Manhattan;Dil Chahta Hai;0.1132075471698113
Manhattan;Crimes and Misdemeanors;0.1041666666666666
Manhattan;(500) Days of Summer;0.1041666666666666
Star Trek;Star Trek Into Darkness;0.1818181818181818
Star Trek;Star Trek II: The Wrath of Khan;0.1333333333333333
Star Trek Into Darkness;Star Trek II: The Wrath of Khan;0.1403508771929824
Yôjinbô;Sanjuro;0.1777777777777777
Yôjinbô;Tengoku to jigoku;0.1555555555555555
Yôjinbô;Ran;0.12
Yôjinbô;Seppuku;0.1132075471698113
Sanjuro;Tengoku to jigoku;0.1521739130434782
Sanjuro;Ran;0.1176470588235294
Sanjuro;Haider;0.1020408163265306
Ran;Kagemusha;0.1764705882352941
Ran;Tengoku to jigoku;0.12
The Sting;Butch Cassidy and the Sundance Kid;0.1764705882352941
The Sting;Cool Hand Luke;0.15
The Sting;The Hustler;0.1428571428571428
The Sting;Paper Moon;0.1136363636363636
The Sting;Nueve reinas;0.108695652173913
The Sting;Withnail & I;0.1052631578947368
Butch Cassidy and the Sundance Kid;Cool Hand Luke;0.1228070175438596
Ang-ma-reul bo-at-da;Enter the Dragon;0.1714285714285714
Ang-ma-reul bo-at-da;Oldeuboi;0.1515151515151515
Ang-ma-reul bo-at-da;Ajeossi;0.1515151515151515
Ang-ma-reul bo-at-da;Bin-jip;0.1212121212121212
Ang-ma-reul bo-at-da;The Fugitive;0.1162790697674418
Ang-ma-reul bo-at-da;Lord of War;0.1111111111111111
Ang-ma-reul bo-at-da;Gongdong gyeongbi guyeok JSA;0.1052631578947368
Ang-ma-reul bo-at-da;Gisaengchung;0.1052631578947368
Ang-ma-reul bo-at-da;Se7en;0.1025641025641025
Enter the Dragon;Lord of War;0.119047619047619
Enter the Dragon;Dip huet seung hung;0.1020408163265306
The Innocents;The Others;0.1707317073170731
The Others;The Sound of Music;0.1063829787234042
Dial M for Murder;Strangers on a Train;0.1707317073170731
Dial M for Murder;Rear Window;0.1463414634146341
Dial M for Murder;Blood Simple;0.12
Dial M for Murder;The Thin Man;0.1136363636363636
Dial M for Murder;The 39 Steps;0.1132075471698113
Dial M for Murder;Rope;0.108695652173913
Strangers on a Train;Rope;0.1276595744680851
Strangers on a Train;The Taking of Pelham One Two Three;0.1153846153846153
Strangers on a Train;The 39 Steps;0.109090909090909
On the Waterfront;A Streetcar Named Desire;0.1707317073170731
On the Waterfront;In the Heat of the Night;0.119047619047619
On the Waterfront;East of Eden;0.1052631578947368
Sabrina;Breakfast at Tiffany's;0.1702127659574468
Sabrina;The Apartment;0.1333333333333333
Sabrina;Stalag 17;0.125
Sabrina;The Graduate;0.119047619047619
Sabrina;Billy Elliot;0.1136363636363636
Sabrina;Roman Holiday;0.1136363636363636
Sabrina;Sunset Blvd.;0.1111111111111111
Sabrina;The African Queen;0.108695652173913
Sabrina;When Harry Met Sally...;0.1063829787234042
Sabrina;Charade;0.1041666666666666
Sabrina;The Quiet Man;0.1041666666666666
Breakfast at Tiffany's;Yeopgijeogin geunyeo;0.1111111111111111
Breakfast at Tiffany's;The Station Agent;0.1016949152542373
Lawrence of Arabia;The Bridge on the River Kwai;0.1666666666666666
Lawrence of Arabia;Letters from Iwo Jima;0.1071428571428571
The Bridge on the River Kwai;Zulu;0.1020408163265306
The Searchers;Stagecoach;0.1666666666666666
The Searchers;The Man Who Shot Liberty Valance;0.1666666666666666
The Searchers;The Quiet Man;0.1590909090909091
The Searchers;Dances with Wolves;0.125
The Searchers;The Treasure of the Sierra Madre;0.1041666666666666
The Searchers;Rio Bravo;0.1020408163265306
Stagecoach;The Grapes of Wrath;0.1063829787234042
Stagecoach;The Man Who Shot Liberty Valance;0.1063829787234042
Stagecoach;Midnight Cowboy;0.1041666666666666
Höstsonaten;Viskningar och rop;0.1666666666666666
Viskningar och rop;Fanny och Alexander;0.1111111111111111
The Man Who Shot Liberty Valance;The Quiet Man;0.125
The Man Who Shot Liberty Valance;Harvey;0.12
The Man Who Shot Liberty Valance;Rebel Without a Cause;0.108695652173913
Baahubali 2: The Conclusion;Bãhubali: The Beginning;0.1666666666666666
Bãhubali: The Beginning;Key Largo;0.1063829787234042
The Great Escape;Stalag 17;0.1632653061224489
The Great Escape;The Magnificent Seven;0.1555555555555555
The Great Escape;The Dirty Dozen;0.1538461538461538
The Great Escape;Dunkirk;0.14
The Great Escape;Lifeboat;0.12
The Great Escape;The Remains of the Day;0.1153846153846153
The Great Escape;Inglourious Basterds;0.1132075471698113
The Great Escape;La Grande Illusion;0.109090909090909
The Great Escape;Gandhi;0.1020408163265306
Stalag 17;La Grande Illusion;0.1071428571428571
Stalag 17;Patton;0.1041666666666666
Stalag 17;Sunset Blvd.;0.1020408163265306
City Lights;The Circus;0.1627906976744186
City Lights;Modern Times;0.1224489795918367
City Lights;The Kid;0.1063829787234042
The Circus;The Gold Rush;0.1081081081081081
The Circus;The Kid;0.1052631578947368
Moonrise Kingdom;Rushmore;0.1627906976744186
Moonrise Kingdom;Rebel Without a Cause;0.1276595744680851
Moonrise Kingdom;Groundhog Day;0.1162790697674418
Moonrise Kingdom;The Gold Rush;0.1136363636363636
Moonrise Kingdom;The Graduate;0.1111111111111111
Moonrise Kingdom;Jab We Met;0.1041666666666666
Moonrise Kingdom;Lost in Translation;0.1020408163265306
Rushmore;Fantastic Mr. Fox;0.1627906976744186
Rushmore;Groundhog Day;0.1052631578947368
Fantastic Mr. Fox;Zootopia;0.1176470588235294
Fantastic Mr. Fox;Isle of Dogs;0.1041666666666666
Kal Ho Naa Ho;Veer-Zaara;0.1607142857142857
Kal Ho Naa Ho;Dil Chahta Hai;0.1428571428571428
Kal Ho Naa Ho;Jab We Met;0.1206896551724138
Kal Ho Naa Ho;Anand;0.1186440677966101
Veer-Zaara;Dilwale Dulhania Le Jayenge;0.1176470588235294
PK;3 Idiots;0.1071428571428571
The Red Shoes;Peeping Tom;0.1590909090909091
The Red Shoes;Billy Elliot;0.1395348837209302
The Red Shoes;(500) Days of Summer;0.108695652173913
The Departed;Mou gaan dou;0.1590909090909091
The Departed;Shutter Island;0.1463414634146341
The Departed;The Wolf of Wall Street;0.1176470588235294
The Departed;Donnie Brasco;0.1063829787234042
Mou gaan dou;Lat sau san taam;0.1363636363636363
Mou gaan dou;The French Connection;0.1020408163265306
Charade;The Philadelphia Story;0.1590909090909091
Charade;Bringing Up Baby;0.1372549019607843
The Philadelphia Story;Bringing Up Baby;0.1276595744680851
The Philadelphia Story;His Girl Friday;0.1162790697674418
The Quiet Man;(500) Days of Summer;0.1020408163265306
Rear Window;Vertigo;0.1590909090909091
Rear Window;Rope;0.1304347826086956
Rear Window;North by Northwest;0.125
Vertigo;Rebecca;0.125
Vertigo;Rope;0.1224489795918367
Groundhog Day;Ghostbusters;0.1578947368421052
Groundhog Day;Midnight in Paris;0.1162790697674418
Groundhog Day;Harold and Maude;0.1162790697674418
Groundhog Day;Short Cuts;0.1111111111111111
Ghostbusters;Avatar;0.1041666666666666
Boyhood;Waking Life;0.1578947368421052
Waking Life;Gattaca;0.1063829787234042
Aladdin;Moana;0.1568627450980392
Aladdin;The Little Mermaid;0.125
Scarface;Carlito's Way;0.1568627450980392
Scarface;The Untouchables;0.1071428571428571
Scarface;Heat;0.1063829787234042
Carlito's Way;The Untouchables;0.123076923076923
Carlito's Way;Heat;0.1052631578947368
Gone Girl;Gone Baby Gone;0.1568627450980392
Gone Girl;The Game;0.1111111111111111
Gone Baby Gone;Se7en;0.1458333333333333
Gone Baby Gone;Lucky Number Slevin;0.1166666666666666
Gone Baby Gone;Million Dollar Baby;0.1063829787234042
Gone Baby Gone;In the Heat of the Night;0.1020408163265306
Heat;The Insider;0.1489361702127659
Heat;Sleepers;0.1228070175438596
Heat;Reservoir Dogs;0.12
Heat;Inside Man;0.12
Heat;The Untouchables;0.1186440677966101
Heat;Dog Day Afternoon;0.1111111111111111
Heat;Joker;0.1071428571428571
Heat;A Bronx Tale;0.1041666666666666
Heat;The Day of the Jackal;0.1020408163265306
Heat;Hana-bi;0.1020408163265306
Apocalypse Now;The Conversation;0.1555555555555555
The Conversation;Chinatown;0.1111111111111111
The Dirty Dozen;Dunkirk;0.109090909090909
Beauty and the Beast;The Little Mermaid;0.1521739130434782
The Little Mermaid;Gake no ue no Ponyo;0.1020408163265306
Det sjunde inseglet;Jungfrukällan;0.1052631578947368
The Big Lebowski;True Grit;0.1521739130434782
The Big Lebowski;Barton Fink;0.1176470588235294
The Big Lebowski;O Brother, Where Art Thou?;0.1153846153846153
The Big Lebowski;Miller's Crossing;0.1132075471698113
Jab We Met;Harold and Maude;0.1521739130434782
Jab We Met;La vie d'Adèle;0.1428571428571428
Jab We Met;Dil Bechara;0.1176470588235294
Jab We Met;Barfi!;0.1111111111111111
Jab We Met;(500) Days of Summer;0.108695652173913
Jab We Met;Paper Moon;0.1041666666666666
Ajeossi;Taegukgi hwinalrimyeo;0.1219512195121951
Ajeossi;Eastern Promises;0.1111111111111111
Ajeossi;Dip huet seung hung;0.108695652173913
Ajeossi;Bin-jip;0.1081081081081081
Ajeossi;Manbiki kazoku;0.1052631578947368
Ajeossi;Chugyeokja;0.1052631578947368
Laura;In the Heat of the Night;0.15
Laura;(500) Days of Summer;0.119047619047619
Laura;Anatomy of a Murder;0.1162790697674418
Laura;Wind River;0.1136363636363636
In the Heat of the Night;Inside Man;0.1276595744680851
In the Heat of the Night;Knives Out;0.1162790697674418
In the Heat of the Night;Touch of Evil;0.1136363636363636
In the Heat of the Night;The Thin Man;0.108695652173913
In the Heat of the Night;Anatomy of a Murder;0.1063829787234042
In the Heat of the Night;Badlands;0.1063829787234042
In the Heat of the Night;Wind River;0.1041666666666666
Modern Times;The Gold Rush;0.15
Modern Times;The Kid;0.1463414634146341
Modern Times;The Great Dictator;0.125
Modern Times;Fanny och Alexander;0.1136363636363636
The Gold Rush;The Treasure of the Sierra Madre;0.108695652173913
The Gold Rush;The Kid;0.1025641025641025
Cool Hand Luke;Papillon;0.1276595744680851
Cool Hand Luke;Dead Man's Shoes;0.1063829787234042
The Apartment;Some Like It Hot;0.1489361702127659
The Apartment;Double Indemnity;0.1304347826086956
The Apartment;The Odd Couple;0.1111111111111111
The Apartment;Being There;0.1111111111111111
Dunkirk;Zulu;0.1333333333333333
Dunkirk;Hacksaw Ridge;0.1129032258064516
Dunkirk;Inglourious Basterds;0.1111111111111111
Dunkirk;Letters from Iwo Jima;0.1111111111111111
Dunkirk;Enemy at the Gates;0.1111111111111111
Dunkirk;Black Hawk Down;0.1111111111111111
Dunkirk;The Longest Day;0.1063829787234042
The Insider;A Beautiful Mind;0.1276595744680851
The Insider;Donnie Brasco;0.1041666666666666
The Maltese Falcon;The Big Sleep;0.1489361702127659
The Maltese Falcon;Chinatown;0.108695652173913
The Maltese Falcon;The African Queen;0.1063829787234042
The Big Sleep;Key Largo;0.1372549019607843
The Big Sleep;Chinatown;0.1276595744680851
The Big Sleep;The Thin Man;0.125
The Big Sleep;To Have and Have Not;0.1132075471698113
Casablanca;To Have and Have Not;0.1481481481481481
Casablanca;Notorious;0.1458333333333333
To Have and Have Not;The Treasure of the Sierra Madre;0.109090909090909
To Kill a Mockingbird;Cape Fear;0.1463414634146341
To Kill a Mockingbird;The Green Mile;0.1372549019607843
Cape Fear;Drishyam;0.1025641025641025
Shutter Island;Memento;0.1052631578947368
The King of Comedy;Taxi Driver;0.1111111111111111
Notorious;North by Northwest;0.125
Notorious;Rebecca;0.108695652173913
Schindler's List;The Pianist;0.1224489795918367
Schindler's List;Hacksaw Ridge;0.1111111111111111
Schindler's List;Inglourious Basterds;0.109090909090909
Schindler's List;Patton;0.1020408163265306
Se7en;Zodiac;0.1372549019607843
Se7en;Fight Club;0.108695652173913
Se7en;The Curious Case of Benjamin Button;0.1063829787234042
Se7en;Lucky Number Slevin;0.1034482758620689
Fargo;Blood Simple;0.1454545454545454
Fargo;Miller's Crossing;0.1132075471698113
Fargo;No Country for Old Men;0.1034482758620689
Blood Simple;Barton Fink;0.1320754716981132
Blood Simple;Miller's Crossing;0.1272727272727272
Blood Simple;No Country for Old Men;0.1166666666666666
Where Eagles Dare;Kelly's Heroes;0.1428571428571428
Where Eagles Dare;Escape from Alcatraz;0.1016949152542373
The Notebook;(500) Days of Summer;0.1428571428571428
The Notebook;Titanic;0.1304347826086956
The Notebook;Sense and Sensibility;0.1111111111111111
The Notebook;Pride & Prejudice;0.1016949152542373
(500) Days of Summer;Bin-jip;0.1219512195121951
(500) Days of Summer;Yeopgijeogin geunyeo;0.12
(500) Days of Summer;The Shop Around the Corner;0.12
(500) Days of Summer;Gifted;0.1111111111111111
(500) Days of Summer;Barfi!;0.108695652173913
(500) Days of Summer;Days of Heaven;0.108695652173913
(500) Days of Summer;50/50;0.1063829787234042
Atonement;Pride & Prejudice;0.1428571428571428
Atonement;Little Women;0.109090909090909
Atonement;Primal Fear;0.1020408163265306
The Sound of Music;Mary Poppins;0.1428571428571428
The Sound of Music;Billy Elliot;0.1136363636363636
Mary Poppins;Airplane!;0.1020408163265306
Barton Fink;Miller's Crossing;0.1428571428571428
Barton Fink;O Brother, Where Art Thou?;0.1224489795918367
Barton Fink;The Artist;0.1063829787234042
Barton Fink;Being John Malkovich;0.1063829787234042
Miller's Crossing;O Brother, Where Art Thou?;0.1176470588235294
Miller's Crossing;No Country for Old Men;0.1052631578947368
Dil Chahta Hai;3 Idiots;0.1228070175438596
Dil Chahta Hai;Zindagi Na Milegi Dobara;0.1132075471698113
The Wolf of Wall Street;Gully Boy;0.1020408163265306
The Wolf of Wall Street;Catch Me If You Can;0.1016949152542373
The Message;Malcolm X;0.14
The Message;Hidden Figures;0.1020408163265306
The Message;Donnie Brasco;0.1020408163265306
Malcolm X;American Gangster;0.1228070175438596
Hannah and Her Sisters;Brokeback Mountain;0.1063829787234042
Hannah and Her Sisters;Zelig;0.1041666666666666
Hannah and Her Sisters;The Purple Rose of Cairo;0.1020408163265306
Once Upon a Time in America;Sleepers;0.1311475409836065
Once Upon a Time in America;A Bronx Tale;0.1153846153846153
Once Upon a Time in America;Awakenings;0.109090909090909
Song of the Sea;The Secret of Kells;0.135593220338983
Song of the Sea;Tenkû no shiro Rapyuta;0.1071428571428571
Billy Elliot;This Is England;0.1333333333333333
Key Largo;Dogville;0.1320754716981132
Key Largo;Paper Moon;0.1153846153846153
Key Largo;The Treasure of the Sierra Madre;0.1111111111111111
Key Largo;Lord of War;0.1041666666666666
The Green Mile;Catch Me If You Can;0.1206896551724138
The Green Mile;Gifted;0.12
Bringing Up Baby;His Girl Friday;0.1224489795918367
The Pianist;Patton;0.1136363636363636
The Pianist;Zwartboek;0.1063829787234042
The Pianist;Kaze tachinu;0.1063829787234042
Lat sau san taam;Dip huet seung hung;0.1020408163265306
Gisaengchung;Gongdong gyeongbi guyeok JSA;0.1363636363636363
Gisaengchung;Ah-ga-ssi;0.1351351351351351
Gongdong gyeongbi guyeok JSA;Ah-ga-ssi;0.1052631578947368
A Bronx Tale;Brazil;0.119047619047619
A Bronx Tale;The Untouchables;0.1052631578947368
American Gangster;American Psycho;0.1333333333333333
American Gangster;Serpico;0.1272727272727272
American Gangster;Training Day;0.109090909090909
American Gangster;Man on Fire;0.1071428571428571
American Gangster;12 Years a Slave;0.1034482758620689
Zulu;Black Hawk Down;0.1041666666666666
Zulu;Enemy at the Gates;0.1025641025641025
Harvey;The Invisible Man;0.1333333333333333
Hamlet;Finding Neverland;0.1333333333333333
Hamlet;Jojo Rabbit;0.1041666666666666
Finding Neverland;Donnie Brasco;0.108695652173913
Finding Neverland;The Last Emperor;0.1052631578947368
Finding Neverland;Blow;0.1041666666666666
Finding Neverland;October Sky;0.1020408163265306
Synecdoche, New York;25th Hour;0.1320754716981132
25th Hour;Mary and Max;0.1206896551724138
Mary and Max;Happiness;0.1311475409836065
Mary and Max;Paper Moon;0.1034482758620689
Sleepers;The Untouchables;0.1044776119402985
Judgment at Nuremberg;Inherit the Wind;0.1304347826086956
Judgment at Nuremberg;Guess Who's Coming to Dinner;0.125
Inherit the Wind;Guess Who's Coming to Dinner;0.1136363636363636
Witness for the Prosecution;Anatomy of a Murder;0.1304347826086956
Witness for the Prosecution;Contratiempo;0.1063829787234042
Witness for the Prosecution;Wind River;0.1041666666666666
Anatomy of a Murder;Primal Fear;0.1063829787234042
Anatomy of a Murder;The Thin Man;0.1041666666666666
Titanic;Sense and Sensibility;0.1304347826086956
Titanic;The Shop Around the Corner;0.1063829787234042
Sense and Sensibility;Eternal Sunshine of the Spotless Mind;0.12
Sense and Sensibility;Brokeback Mountain;0.1063829787234042
Sense and Sensibility;The Theory of Everything;0.1063829787234042
Midnight Cowboy;The Visitor;0.1304347826086956
Midnight Cowboy;Rain Man;0.1041666666666666
A Beautiful Mind;Cinderella Man;0.1304347826086956
Cinderella Man;A Man for All Seasons;0.1224489795918367
Cinderella Man;Rush;0.1136363636363636
Cinderella Man;Frost/Nixon;0.1111111111111111
Cinderella Man;The Last Emperor;0.1025641025641025
Rope;Blowup;0.1063829787234042
Rope;12 Angry Men;0.1063829787234042
Rope;Down by Law;0.1041666666666666
12 Angry Men;Serpico;0.1304347826086956
12 Angry Men;The Grapes of Wrath;0.1111111111111111
Serpico;Dog Day Afternoon;0.1290322580645161
Serpico;Glengarry Glen Ross;0.108695652173913
3 Idiots;Chhichhore;0.1296296296296296
Chhichhore;Kai po che!;0.1111111111111111
Road to Perdition;Funny Games;0.1296296296296296
Road to Perdition;A Few Good Men;0.1020408163265306
Funny Games;End of Watch;0.1016949152542373
Up;Inside Out;0.1296296296296296
Up;Monsters, Inc.;0.1176470588235294
Up;Isle of Dogs;0.1111111111111111
Up;Soul;0.1041666666666666
Up;Gake no ue no Ponyo;0.1041666666666666
Inside Out;Soul;0.1034482758620689
Inside Man;Man on Fire;0.12
The Thin Man;The Long Goodbye;0.1276595744680851
The Long Goodbye;Down by Law;0.1063829787234042
L'avventura;Un long dimanche de fiançailles;0.1276595744680851
L'avventura;Blowup;0.119047619047619
Kaze tachinu;Kurenai no buta;0.1276595744680851
Kaze tachinu;Patton;0.108695652173913
Kurenai no buta;Mononoke-hime;0.1132075471698113
Kurenai no buta;Gake no ue no Ponyo;0.1020408163265306
Chinatown;Searching;0.1136363636363636
Chinatown;Repulsion;0.1136363636363636
Chinatown;Le locataire;0.1111111111111111
Chinatown;A Few Good Men;0.108695652173913
Rebel Without a Cause;The Count of Monte Cristo;0.1041666666666666
Reservoir Dogs;Mystic River;0.1063829787234042
North by Northwest;The 39 Steps;0.1186440677966101
North by Northwest;Psycho;0.1132075471698113
Donnie Brasco;Edward Scissorhands;0.1132075471698113
Taxi Driver;Joker;0.106060606060606
Rebecca;Gilda;0.1063829787234042
Diarios de motocicleta;Y tu mamá también;0.125
Y tu mamá también;Roma;0.1020408163265306
Dead Poets Society;Les choristes;0.125
